,year,state,report,farmtype,category,category_value,category2,category2_value,variable_id,variable_name,variable_sequence,variable_level,variable_group,variable_group_id,variable_unit,variable_description,variable_is_invalid,estimate,median,statistic,rse,unreliable_estimate,decimal_display,intervals_estimate,random_date,julian_date
104,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,47651.0,,TOTAL,24.4,0,0,,2013-08-15,15932.0
105,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,34519.0,,TOTAL,19.2,0,0,,2013-03-30,15794.0
106,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,19576.0,,TOTAL,11.3,0,0,,2013-01-25,15730.0
107,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,37112.0,,TOTAL,10.2,0,0,,2013-10-26,16004.0
108,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,52716.0,,TOTAL,22.3,0,0,,2013-05-06,15831.0
109,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,28483.0,,TOTAL,13.4,0,0,,2013-03-09,15773.0
110,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,6980.0,,TOTAL,37.7,0,0,,2013-02-28,15764.0
111,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,102578.0,,TOTAL,8.2,0,0,,2013-09-30,15978.0
112,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,24296.0,,TOTAL,14.6,0,0,,2013-02-07,15743.0
113,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,21357.0,,TOTAL,13.1,0,0,,2013-04-10,15805.0
114,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,12782.0,,TOTAL,78.8,0,0,,2013-09-18,15966.0
115,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,15836.0,,TOTAL,32.4,0,0,,2013-10-19,15997.0
116,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,129976.0,,TOTAL,10.9,0,0,,2013-10-05,15983.0
117,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,13129.0,,TOTAL,48.4,0,0,,2013-11-13,16022.0
118,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,25925.0,,TOTAL,18.2,0,0,,2013-09-23,15971.0
119,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,3401.0,,TOTAL,17.6,0,0,,2013-03-29,15793.0
120,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,40787.0,,TOTAL,9.7,0,0,,2013-09-18,15966.0
121,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,27598.0,,TOTAL,24.8,0,0,,2013-11-07,16016.0
122,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,76097.0,,TOTAL,83.4,0,0,,2013-02-05,15741.0
123,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,10043.0,,TOTAL,23.8,0,0,,2013-07-09,15895.0
124,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2811397.0,,TOTAL,21.5,0,0,"(0.0, 3607745.75]",2013-09-20,15968.0
125,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,17507847.0,,TOTAL,6.4,0,0,"(13093219.25, 114480641.0]",2013-12-18,16057.0
126,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,5614503.0,,TOTAL,9.0,0,0,"(3607745.75, 7671542.0]",2013-04-12,15807.0
127,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,11224071.0,,TOTAL,6.9,0,0,"(7671542.0, 13093219.25]",2013-12-02,16041.0
128,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,60052321.0,,TOTAL,9.9,0,0,"(13093219.25, 114480641.0]",2013-10-18,15996.0
129,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,106078145.0,,TOTAL,6.0,0,0,"(13093219.25, 114480641.0]",2013-05-12,15837.0
130,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2425999.0,,TOTAL,10.8,0,0,"(0.0, 3607745.75]",2013-10-17,15995.0
131,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,13219284.0,,TOTAL,5.7,0,0,"(13093219.25, 114480641.0]",2013-09-10,15958.0
132,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,73444.0,,TOTAL,9.8,0,0,,2013-12-27,16066.0
133,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8740443.0,,TOTAL,5.0,0,0,"(7671542.0, 13093219.25]",2013-03-31,15795.0
134,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3485535.0,,TOTAL,14.9,0,0,"(0.0, 3607745.75]",,
135,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,37408304.0,,TOTAL,17.0,0,0,"(13093219.25, 114480641.0]",2013-05-20,15845.0
136,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7301083.0,,TOTAL,12.0,0,0,"(3607745.75, 7671542.0]",2013-10-16,15994.0
137,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7172379.0,,TOTAL,5.2,0,0,"(3607745.75, 7671542.0]",2013-06-04,15860.0
138,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,4707734.0,,TOTAL,16.3,0,0,"(3607745.75, 7671542.0]",2013-10-29,16007.0
139,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,11463643.0,,TOTAL,9.2,0,0,"(7671542.0, 13093219.25]",2013-10-01,15979.0
140,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,4227396.0,,TOTAL,7.4,0,0,"(3607745.75, 7671542.0]",2013-02-04,15740.0
141,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1595141.0,,TOTAL,17.6,0,0,"(0.0, 3607745.75]",2013-05-26,15851.0
142,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,9230190.0,,TOTAL,3.5,0,0,"(7671542.0, 13093219.25]",2013-08-22,15939.0
143,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7656975.0,,TOTAL,22.4,0,0,"(3607745.75, 7671542.0]",2013-04-27,15822.0
144,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3125520.0,,TOTAL,32.0,0,0,"(0.0, 3607745.75]",2013-09-23,15971.0
145,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,39446932.0,,TOTAL,9.2,0,0,"(13093219.25, 114480641.0]",2013-03-02,15766.0
146,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1436996.0,,TOTAL,22.0,0,0,"(0.0, 3607745.75]",2013-07-26,15912.0
147,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,6965858.0,,TOTAL,6.0,0,0,"(3607745.75, 7671542.0]",2013-01-20,15725.0
148,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7760239.0,,TOTAL,10.2,0,0,"(7671542.0, 13093219.25]",2013-05-05,15830.0
149,2013,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2749286.0,,TOTAL,16.6,0,0,"(0.0, 3607745.75]",2013-02-19,15755.0
150,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8656971.0,,TOTAL,13.6,0,0,"(7671542.0, 13093219.25]",2014-02-05,16106.0
151,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1373927.0,,TOTAL,10.5,0,0,"(0.0, 3607745.75]",2014-12-01,16405.0
152,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,5220114.0,,TOTAL,8.5,0,0,"(3607745.75, 7671542.0]",2014-11-30,16404.0
153,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,75438388.0,,TOTAL,7.9,0,0,"(13093219.25, 114480641.0]",2014-10-14,16357.0
154,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,114480641.0,,TOTAL,5.6,0,0,"(13093219.25, 114480641.0]",2014-11-08,16382.0
155,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,10470199.0,,TOTAL,7.7,0,0,"(7671542.0, 13093219.25]",2014-10-21,16364.0
156,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2345959.0,,TOTAL,8.4,0,0,"(0.0, 3607745.75]",2014-07-15,16266.0
157,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,9189569.0,,TOTAL,3.8,0,0,"(7671542.0, 13093219.25]",2014-04-11,16171.0
158,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7031976.0,,TOTAL,4.7,0,0,"(3607745.75, 7671542.0]",2014-09-02,16315.0
159,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7179571.0,,TOTAL,5.1,0,0,"(3607745.75, 7671542.0]",2014-01-26,16096.0
160,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,22576.0,,TOTAL,11.0,0,0,,2014-09-08,16321.0
161,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,9292543.0,,TOTAL,5.6,0,0,"(7671542.0, 13093219.25]",2014-11-13,16387.0
162,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1409469.0,,TOTAL,12.6,0,0,"(0.0, 3607745.75]",2014-06-02,16223.0
163,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8464479.0,,TOTAL,6.3,0,0,"(7671542.0, 13093219.25]",2014-12-09,16413.0
164,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,4917758.0,,TOTAL,5.9,0,0,"(3607745.75, 7671542.0]",2014-07-24,16275.0
165,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,47003251.0,,TOTAL,7.8,0,0,"(13093219.25, 114480641.0]",2014-11-24,16398.0
166,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,12777047.0,,TOTAL,6.3,0,0,"(7671542.0, 13093219.25]",2014-05-12,16202.0
167,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3951044.0,,TOTAL,10.8,0,0,"(3607745.75, 7671542.0]",2014-03-10,16139.0
168,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,5020183.0,,TOTAL,8.6,0,0,"(3607745.75, 7671542.0]",2014-05-08,16198.0
169,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2359134.0,,TOTAL,11.6,0,0,"(0.0, 3607745.75]",2014-10-30,16373.0
170,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,32227647.0,,TOTAL,10.1,0,0,"(13093219.25, 114480641.0]",2014-09-06,16319.0
171,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2411409.0,,TOTAL,13.6,0,0,"(0.0, 3607745.75]",2014-09-11,16324.0
172,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,18929264.0,,TOTAL,4.4,0,0,"(13093219.25, 114480641.0]",2014-07-22,16273.0
173,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,12132181.0,,TOTAL,13.5,0,0,"(7671542.0, 13093219.25]",2014-03-19,16148.0
174,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,28660.0,,TOTAL,12.1,0,0,,2014-06-21,16242.0
175,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,25716.0,,TOTAL,21.1,0,0,,2014-12-31,16435.0
176,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,7088.0,,TOTAL,11.5,0,0,,2014-07-30,16281.0
177,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,102510.0,,TOTAL,6.1,0,0,,2014-01-10,16080.0
178,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,3838.0,,TOTAL,14.9,0,0,,2014-06-10,16231.0
179,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,48325.0,,TOTAL,10.3,0,0,,2014-08-14,16296.0
180,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,55933.0,,TOTAL,13.0,0,0,,2014-01-01,16071.0
181,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,59407.0,,TOTAL,19.4,0,0,,2014-12-19,16423.0
182,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,138139.0,,TOTAL,14.1,0,0,,2014-05-26,16216.0
183,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,12397.0,,TOTAL,21.4,0,0,,2014-01-15,16085.0
184,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,25283.0,,TOTAL,12.5,0,0,,2014-07-26,16277.0
185,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,10506.0,,TOTAL,23.7,0,0,,2014-03-18,16147.0
186,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,6693.0,,TOTAL,10.7,0,0,,2014-03-31,16160.0
187,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,6721.0,,TOTAL,36.0,0,0,,2014-01-12,16082.0
188,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,13416.0,,TOTAL,13.6,0,0,,2014-05-28,16218.0
189,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,46495.0,,TOTAL,12.9,0,0,,2014-03-21,16150.0
190,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,40523.0,,TOTAL,16.2,0,0,,2014-07-11,16262.0
191,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,44081.0,,TOTAL,9.4,0,0,,2014-07-01,16252.0
192,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,110747.0,,TOTAL,6.9,0,0,,2014-07-22,16273.0
193,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,21660.0,,TOTAL,9.6,0,0,,2014-11-30,16404.0
194,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,46024.0,,TOTAL,12.7,0,0,,2014-02-01,16102.0
195,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,17490.0,,TOTAL,12.2,0,0,,2014-08-11,16293.0
196,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,4472.0,,TOTAL,23.4,0,0,,2014-04-11,16171.0
197,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,4381253.0,,TOTAL,24.6,0,0,"(3607745.75, 7671542.0]",2014-03-17,16146.0
198,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,13586896.0,,TOTAL,3.5,0,0,"(13093219.25, 114480641.0]",2014-02-10,16111.0
199,2014,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,34420.0,,TOTAL,9.2,0,0,,2014-04-30,16190.0
200,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,41675.0,,TOTAL,39.9,0,0,,2015-08-27,16674.0
201,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,4985.0,,TOTAL,24.2,0,0,,2015-05-12,16567.0
202,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,6400.0,,TOTAL,39.1,0,0,,2015-12-18,16787.0
203,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,40127.0,,TOTAL,14.3,0,0,,2015-08-21,16668.0
204,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,27882.0,,TOTAL,28.9,0,0,,2015-07-19,16635.0
205,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,3580.0,,TOTAL,56.7,0,0,,2015-03-15,16509.0
206,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,45706.0,,TOTAL,47.0,0,0,,2015-09-05,16683.0
207,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,7689.0,,TOTAL,37.4,0,0,,2015-07-11,16627.0
208,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,27522.0,,TOTAL,32.1,0,0,,2015-10-14,16722.0
